,raw_variance,normalised_gradient_median,normalised_energy,24,25,26,27,20,21,22,23,normalised_RMS,1,0,3,2,5,4,raw_RMS,6,9,8,length_secs,raw_gradient_mean,7,10,normalised_variance,15,14,11,raw_gradient_median,13,12,normalised_power,normalised_gradient_variance,17,16,19,18,raw_power,raw_energy,normalised_gradient_mean,raw_gradient_variance,mean,class,energy_band_0,energy_band_1,energy_band_2,energy_band_3,energy_band_4,energy_band_5,energy_band_6,energy_band_7,energy_band_8,energy_band_9,energy_band_10,energy_band_11,energy_band_12,energy_band_13,energy_band_14,energy_band_15,energy_band_16,energy_band_17,energy_band_18,energy_band_19,energy_band_20,energy_band_21,energy_band_22,energy_band_23,energy_band_24,energy_band_25,energy_band_26,energy_band_27,energy_band_28,energy_band_29,energy_band_30,energy_band_31,energy_band_32,energy_band_33,energy_band_34,energy_band_35,energy_band_36,energy_band_37,energy_band_38,energy_band_39,energy_band_40,energy_band_41,energy_band_42,energy_band_43,energy_band_44,energy_band_45,energy_band_46,energy_band_47,energy_band_48,energy_band_49
65,2819147.06139,0.00304051277837,1145.63438589,99.3943900712,98.0528276336,97.0913917334,98.720875937,93.2338764845,92.0302588341,96.7489066684,97.6281416659,0.137940664289,99.2748031566,92.8111342828,121.588374869,115.678959589,129.379833072,125.474589432,45.9791131062,124.677186679,110.579838263,112.911517001,1.36528344671,83.1249896195,118.5767668,108.139883044,0.0190374137746,98.5209277,97.9420282331,102.872484443,37.0,104.239186753,103.784763337,0.0190276268646,0.000108662065186,100.632485629,98.0868584955,95.8578509862,99.7256728894,2114.07884203,127286573.0,0.00683088089568,16091.1742205,-0.458286967065,brachial,255.0,243.87125,205.33875,203.4825,203.38625,203.43125,203.0,203.45875,204.105,204.64125,203.58,203.11,203.615,203.32,202.51125,202.03375,201.115,202.7975,202.35875,202.97375,202.39,201.555,199.515,196.43625,186.41,181.105,190.15875,191.46,187.00125,183.14125,191.975,197.8675,199.09375,198.9625,197.54875,197.4275,197.43,197.275,195.69875,195.65625,194.70875,194.59125,194.83375,194.25125,193.70625,193.575,193.09375,193.16,192.46125,191.895
66,5450710.92797,0.00306646223585,1567.69768103,105.716659108,111.374407633,110.863584591,113.134782444,109.305545137,101.56411703,96.7990357403,103.56642878,0.155634255821,96.9266713669,92.5360515818,127.100998206,115.21815292,127.560078079,129.461619494,34.4859689217,126.856119484,122.942582837,122.328297462,1.46761904762,177.809237972,124.405532948,119.721162032,0.0242221521741,118.046008071,116.040930456,116.421241208,46.0,115.298052837,114.390466347,0.024222021585,0.000575517233087,115.436858981,114.241479004,115.408281736,120.751809936,1189.28205247,76972713.0,0.0118531589875,129508.643537,-1.48615617564,brachial,255.0,242.585,200.67375,199.915,200.0725,199.615,199.6775,200.05375,199.15375,199.65875,199.25875,198.7725,196.14,193.43875,191.76375,190.615,189.4,191.14375,193.545,194.3175,189.82125,188.38125,185.84375,182.19,176.7775,171.1275,177.95,182.72,174.795,175.0375,181.56875,186.12375,188.27625,188.04625,188.8075,191.9525,189.005,186.9825,185.985,186.68875,186.99375,188.69625,188.88875,189.25625,189.22625,188.04625,187.6875,187.7375,187.97875,186.97125
67,4133243.76032,0.00114359230934,696.038727782,83.1314320246,78.6514863974,77.9888941294,80.227812792,99.8497880511,93.7554368257,91.2692869252,86.0338361533,0.145310417154,113.232926219,83.3458207635,121.699872681,126.237103991,115.134748697,116.667759116,35.3411722055,111.656467508,112.031724451,109.80345943,0.747482993197,111.147130203,109.942173527,104.658971856,0.0211151176512,110.962505116,109.811234995,94.1450984367,16.0,104.689003957,99.1154711013,0.0211151173335,0.000345063746996,109.649308443,110.705662842,103.682076372,103.642907905,1248.99845286,41171985.0,0.00794418770657,67545.5662971,-1.4213384298,brachial,255.0,244.80625,209.59125,208.47375,209.02625,208.99125,208.60875,208.5825,209.20875,209.36875,208.82375,207.8975,205.49,203.8475,201.98875,200.13875,199.6325,201.46625,203.48,202.62625,195.4325,193.53125,191.3275,187.535,180.9,173.36875,187.83125,192.755,181.0325,177.39875,188.38875,193.29125,196.73,195.85875,197.855,201.30375,199.54375,196.91375,195.9775,196.865,197.0725,198.96375,198.78375,199.46375,199.7225,199.6925,197.53625,198.21875,197.73375,196.83875
68,7577819.27388,0.0058123346791,1168.38483896,84.2990179341,79.509484095,82.5210927959,83.9526787447,100.63878778,93.9639921484,86.2134541717,82.7143842736,0.191608854072,121.183780002,98.3269729817,124.149288619,127.976479454,111.932131027,116.752330592,29.1263144694,109.420935466,111.890316895,112.465764858,0.721632653061,178.409737934,113.747261833,100.037136448,0.0367174505987,112.309070042,110.775072486,99.0841712059,83.5,105.575242246,102.174590554,0.0367139529589,0.000366463802687,103.603479261,107.457210692,100.542118681,106.724208459,848.34219457,26997642.0,0.0124188875076,75631.5164018,1.3529725993,brachial,255.0,247.78125,222.30875,222.00375,222.0925,222.25375,221.22125,221.65625,222.26125,222.08625,221.8825,220.68,218.88375,217.91625,215.45625,211.78375,209.71625,213.7575,215.7225,215.7425,210.8825,207.6825,205.79125,201.94875,191.4775,184.52,199.055,205.5875,193.115,188.37375,200.32875,208.25625,209.61625,209.28375,211.1975,213.62875,212.67375,209.61375,209.4625,211.3725,211.53875,213.04125,212.93,212.355,212.4,211.86125,212.15,211.28875,210.945,211.45375
69,25360082.9502,0.0227854107357,1179.34530593,97.7981560444,100.794284413,97.601194381,93.3287339729,107.171909339,101.375671957,95.0528872968,92.3992734021,0.20777631569,126.257584153,103.047708071,116.283887755,131.550786467,109.292002261,108.660694755,13.2192950667,109.930657709,117.307754464,116.596534512,0.619455782313,725.188081119,112.688894609,117.421610695,0.0431710830432,119.86924971,116.938071244,119.378010614,552.25,118.90609272,121.976875426,0.0431709973618,0.000678818503317,114.745164055,116.687401189,110.089962413,112.723954554,174.749762062,4773814.0,0.0299207031035,398759.825761,1.6261439344,brachial,255.0,247.26625,220.05625,217.9575,216.71,216.88125,217.145,217.54875,217.62875,215.98875,214.71,212.89875,212.35125,211.7025,210.94625,212.14875,211.43,213.5825,215.1775,217.71625,217.3675,217.3075,218.415,218.19125,214.80625,212.46375,217.3475,218.50125,215.86,215.545,218.3275,218.6725,219.345,217.77375,214.76,215.6075,214.80375,210.195,210.495,212.36,209.41,211.15375,213.50125,212.52125,213.69625,216.18,216.46625,215.52625,214.71125,213.33
70,37648811.9873,0.0259031610637,2771.51994901,120.627634919,117.685122642,118.15489984,116.575864139,122.035575507,117.962738547,119.557706513,121.525516631,0.256558856593,113.748289541,92.2213996967,135.464737219,131.842282684,126.169690757,132.841398838,11.5031897464,123.591603258,121.430155885,122.721726551,0.954784580499,798.572970598,120.426602129,121.164905637,0.0658224717885,119.905350247,120.637596052,122.715816131,619.5,122.732020348,119.131978523,0.0658224468962,0.000853895120022,122.170889864,120.225017221,122.756386587,123.492271899,132.323374341,5571608.0,0.0333907413697,488406.709092,-1.90117797939,brachial,255.0,242.28125,200.0975,199.09125,199.00125,198.61875,199.355,199.6225,200.28375,198.39125,197.5675,195.7975,193.985,193.705,192.48875,193.465,193.45625,194.3875,195.91625,196.99,197.43125,197.55625,198.785,198.53375,195.81625,194.61625,199.64625,199.49375,197.75875,196.17875,198.20125,198.45125,198.7175,198.90125,196.14125,196.4475,195.56875,191.09375,191.93375,194.50125,191.71375,192.3475,195.54375,195.13125,195.22875,197.05625,196.8775,195.54125,194.72125,195.06625
71,29967825.3222,0.0212211767556,2204.21400942,120.489621371,120.318307542,119.949943774,117.545808147,123.883062255,122.57068714,120.914188344,117.46485991,0.221067125552,111.910367687,93.723878476,135.348554302,127.889226019,125.607261813,134.776764751,14.5381613632,126.089158555,119.418429877,118.392733764,1.02274376417,724.784393499,121.687324286,118.240797048,0.0488707172844,118.772121846,120.91303176,121.012145876,525.5,120.400688757,119.765446507,0.048870674,0.000718243982386,120.657753075,119.429883831,122.903657438,123.173174215,211.358135822,9532886.0,0.0292688443847,440431.640846,-2.08070416602,brachial,255.0,247.16625,218.4775,217.74375,217.26125,216.43,216.40625,217.6225,217.445,216.06625,214.91,213.5175,213.28125,212.235,211.23375,211.895,211.69875,212.955,213.8825,215.5575,215.3825,214.9275,216.72125,216.70375,214.0825,212.8925,216.13875,217.2675,215.85375,215.005,215.37125,215.9575,216.305,216.395,214.165,215.0475,214.42375,210.015,211.13125,212.9125,210.56125,210.955,213.0975,213.20625,213.85625,215.0325,214.715,213.7375,214.0275,213.4075
72,36417372.0313,0.027278789647,2803.34152826,119.324462641,121.126690715,116.691221117,116.784736725,125.707519948,125.081769635,120.154248236,118.017709641,0.251517106764,109.18680543,93.2333932509,136.384544712,130.865838116,125.644665598,133.375043638,10.1458004058,123.886827541,119.614163295,120.386036691,1.00485260771,831.068420815,119.087561831,119.884741758,0.0632615013819,119.611225374,121.8518884,121.69949133,654.5,121.884913902,122.357355795,0.0632608549952,0.00085938822808,122.525805718,120.052530622,126.31981211,124.991568278,-102.937265875,-4561562.0,0.0346379536038,494718.907039,-2.36076634924,brachial,255.0,246.655,218.39375,218.2475,217.72,216.67875,217.0025,217.54375,217.55375,216.80875,216.64875,215.0375,213.74625,213.665,212.45625,213.8675,213.20625,212.49125,213.59875,215.76125,215.19,215.97875,217.3175,217.445,214.11625,212.50375,216.59375,217.2625,215.4575,215.28375,216.515,216.6,217.11125,216.29625,214.76375,215.72875,214.5075,211.2525,212.60875,213.4575,212.7925,213.89125,213.88125,214.8275,215.74,215.5725,214.6725,214.9125,214.65875,213.86125
73,30308295.6355,0.0182286584176,1948.99715604,119.666401288,116.481639794,116.556990023,115.781579825,122.139100045,120.068832033,118.95089196,119.743942051,0.214891137811,113.488113126,94.7265265254,135.337877875,132.479984228,124.006361296,130.375909744,19.4935133321,123.97720704,118.830565698,121.344640601,0.957052154195,681.690328389,117.189257879,117.153754884,0.0461782177657,120.129246836,119.883907164,117.21805598,467.0,120.849693299,116.781750665,0.0461782011098,0.000687366813024,120.301996765,120.773360122,122.886819486,122.225098223,379.997062029,16038156.0,0.026608779749,451141.633159,-1.68094583708,brachial,255.0,245.28,211.55875,210.5575,210.6825,209.645,210.04625,209.26375,208.5225,208.77,208.56375,206.28375,205.3825,205.9925,205.24,205.1875,205.00125,206.69875,206.98375,208.98875,209.71125,209.78375,209.72,210.57875,208.30875,206.23125,209.11125,210.4375,208.71375,208.08,209.04,209.27125,210.67125,209.45625,207.36,207.36375,207.02125,203.9375,203.1575,205.4275,203.955,204.5375,206.12125,206.725,206.70375,206.9125,207.69375,207.26,207.405,206.81125
74,35461671.6349,0.0182448680863,1945.83248693,117.877026285,121.259657746,119.147633128,116.665434841,123.070459711,121.785743926,117.200485828,116.083723664,0.207540875455,112.298758609,94.266975402,136.394134798,130.94067548,125.564592036,135.452153655,14.9217312363,122.93095375,121.459802972,123.418341809,1.02437641723,726.313281682,121.694745138,120.990563465,0.0430732148528,119.486291044,119.384575963,117.509600002,523.5,119.07164462,123.431277425,0.0430732149846,0.000563263171048,123.497405421,121.030180738,124.147579241,126.232040268,222.658063088,10058578.0,0.0253132569506,463727.949818,-0.402058660764,brachial,255.0,246.275,215.205,214.23875,214.78875,214.0775,214.3625,214.3525,214.20625,214.02375,213.30875,212.9375,211.99125,211.69625,211.775,212.9175,212.605,211.01,210.5825,212.5525,213.61875,213.455,213.21875,214.21125,210.5675,208.87625,213.435,214.3375,212.16625,211.065,212.82625,212.6275,213.095,213.28875,211.84125,211.53375,212.24875,210.98375,211.5075,211.1875,210.98,211.6225,211.925,212.415,212.5975,212.57625,212.385,211.96,211.85,211.77125
75,37966704.9083,0.0212106379507,2942.03040542,115.45808136,117.692941422,120.658115722,116.415883834,124.936859433,124.212820526,119.745919964,115.12018716,0.251334327465,110.887296966,92.6387510005,136.444216996,131.512953005,128.703597253,136.398239505,15.0262227667,126.845816122,121.198148846,124.53958574,1.05609977324,713.18604801,121.906981737,121.615058026,0.0631689533987,120.729386601,119.933212993,122.999496421,520.0,117.765225948,123.766637368,0.0631689441625,0.000735119551272,121.774610657,117.94929063,124.787236457,124.379761617,225.787370636,10515821.0,0.0290906366458,441832.03257,-2.56724782067,brachial,255.0,246.19625,214.64125,213.42875,213.7875,213.66875,213.68375,213.1925,213.01125,212.82375,212.285,211.515,210.92125,210.85625,211.76625,212.44625,211.445,209.6625,209.83875,211.91375,212.975,211.3175,211.76125,213.32875,209.65625,208.25625,212.27625,213.145,211.13625,211.015,212.63375,211.7775,212.27875,212.54875,211.04875,211.6625,210.3725,209.845,210.8825,211.6625,210.08,210.87125,211.02875,211.43125,211.66625,211.8175,211.155,211.12625,210.71125,210.61
76,35193241.5733,0.0153503393018,2478.03835276,119.231664861,110.832941414,114.356380792,113.489250505,114.570908013,113.005844352,114.835058476,116.704478253,0.242514475487,111.473742474,91.5156449903,136.280170676,132.910104707,127.090170261,131.943587557,21.6943073736,123.05129899,120.820845123,121.787371672,0.955419501134,553.615583614,119.804839833,117.739420911,0.0588132727376,119.588318548,117.22075586,118.130171953,375.5,117.412056524,114.553753394,0.0588132708207,0.000525428512842,119.828343971,119.487117158,120.573204579,120.891964607,470.642972421,19830071.0,0.0226316565945,314410.875661,-0.720890492239,brachial,255.0,246.88875,218.38125,217.325,216.94375,217.44875,217.27,216.96375,216.79125,216.60375,216.38,214.6325,214.03625,213.67875,214.33375,216.45875,214.83125,213.9025,213.77125,214.67875,216.77375,215.76625,216.09,216.725,212.97,211.87625,215.8125,216.76875,214.85875,213.5025,215.7825,216.02625,216.13,215.63125,214.96,215.28875,214.29125,213.5175,214.59375,214.60875,212.72875,213.42,214.2875,215.02125,214.88875,215.55,215.28125,214.865,214.5025,214.22
77,31942345.6643,0.0123725748109,2401.67247198,113.740809484,114.317517119,112.904566725,110.009797819,117.638420474,114.950394069,112.529972437,111.539370368,0.232314803466,107.823643925,88.702936075,137.638524822,130.87620121,127.499309259,134.207114311,24.7320081012,123.342886627,122.548771345,122.127273502,1.00907029478,460.733955056,122.887918301,121.449672175,0.0539701954473,115.221545168,117.836575445,119.602766008,301.0,117.383215418,119.375445524,0.0539701679096,0.000431570779482,119.475488342,116.165440402,119.279305625,116.77884784,611.672224719,27219414.0,0.0189384230128,255425.849445,-1.57312359551,brachial,255.0,245.36875,212.01375,211.0125,211.4125,211.5875,211.7575,211.80125,211.6375,211.57625,211.27125,210.75625,210.27375,209.70875,210.135,208.955,208.41,208.44,208.73,210.52375,210.35375,209.29625,209.14125,210.05625,206.83875,205.6875,211.08625,210.02,208.71,207.685,210.06625,209.47375,209.9775,209.5425,209.025,209.395,209.44875,207.74625,208.96375,209.7225,209.70625,209.14,209.84125,210.24875,209.39375,209.37875,209.38,208.90125,208.72125,208.32875
78,27533563.565,0.0130539989812,2515.69964192,116.359291949,112.939269147,111.956911076,112.09941882,122.62977872,118.013089857,116.229406715,118.602082505,0.222756147009,104.796833887,91.9709011371,134.814274781,125.64086854,131.572494135,136.378916302,23.7679034204,127.5267552,122.569615582,123.202998692,1.14963718821,465.268052624,120.21333433,123.693096019,0.0496202939648,114.674058935,121.016209726,122.62465732,307.5,115.994939288,117.857439537,0.0496203010301,0.000438373531348,117.159811789,112.881184324,118.391390549,116.76298349,564.913233003,28640536.0,0.0197515729591,243246.956561,-1.98390500799,brachial,255.0,248.14625,223.445,222.7175,222.07375,221.25,221.26,221.4,222.0225,221.735,221.16875,221.15,220.38625,221.5425,219.95375,220.165,219.65875,219.02,218.57625,219.84,220.415,220.38375,220.45875,221.1,217.30625,214.71875,220.21,221.89625,219.07875,218.07375,220.655,220.7675,220.3125,220.27625,220.66875,220.27,219.49625,219.11375,219.49875,220.24125,220.0275,220.17875,220.00625,220.0825,220.02125,220.385,220.33625,219.8875,219.77125,219.445
79,28810671.9321,0.00985470625395,2348.49156079,108.388041634,109.531657576,113.686599592,107.538450776,120.249438537,118.628133119,116.495355893,111.622263656,0.226049989888,107.226725566,91.1905636004,136.142083579,125.269144646,128.282894144,135.439325675,28.6143770123,126.448301375,123.17808299,122.449306574,1.04217687075,429.267221497,123.445800509,119.888703378,0.0510986044511,117.152588193,116.400933873,116.884532638,234.0,118.546335697,117.389309816,0.0510985979284,0.000475764291718,117.973338145,113.145370764,119.179066489,118.529450019,818.782571802,37631247.0,0.0180782152662,268247.813672,-1.80097911227,brachial,255.0,248.07375,222.2125,220.785,220.19875,220.5775,220.70875,220.7275,220.94375,220.3525,219.58375,219.44125,219.74,219.23,218.9925,218.405,218.17,217.74375,218.5375,220.11875,220.12125,219.56875,219.78625,219.62125,216.8725,216.05625,220.0675,220.6925,218.91625,217.89125,219.05875,218.71,219.30875,219.9325,219.68,219.01875,218.09625,215.67375,216.85625,218.4525,218.22375,218.46625,219.46625,218.8375,218.375,218.1025,218.6325,218.0625,218.2325,217.28125
80,6269961.27445,0.00209359605911,2661.74370551,110.342548144,111.65759096,107.015586039,106.231716037,116.55970187,116.051301698,114.667555686,111.753592293,0.205582071406,99.6357031351,97.9706294276,124.153287169,105.847323827,130.863833444,129.192473168,44.4487997967,128.696508661,119.997425362,122.131837369,1.4280952381,154.009003001,122.539313728,116.865304889,0.0422639692681,116.454091012,119.839496027,115.296740145,25.5,121.956609452,117.534242531,0.0422639880836,0.000462568896625,112.509990982,115.651909224,117.107418577,114.783715698,1975.69580336,124427346.0,0.0126444173236,68623.2059797,-2.12367614602,brachial,255.0,243.60875,204.84,204.235,204.55875,204.35,204.2175,204.2275,204.6025,204.6475,204.94625,204.3775,204.405,204.3625,204.38375,203.7825,203.21375,202.58875,201.52,201.595,200.50375,198.715,196.29875,194.7,189.58875,185.44,189.10875,190.31125,187.57625,188.24375,192.47625,196.00625,196.19125,196.8275,197.4875,197.34875,196.82125,196.15375,196.01625,195.56875,195.40375,195.5225,195.1075,194.51625,193.86875,193.79375,193.94375,193.72,193.025,192.09
81,8215070.15261,0.00254845416136,1522.09692148,90.9726675591,86.3902162233,81.4075364666,86.7034240696,99.3297866608,97.4983332453,96.3231486775,94.5016914213,0.192220144853,104.403120001,85.7191494601,128.837083199,127.555969068,120.052421569,125.618974738,38.6364191542,116.709571798,118.215076646,120.581295141,0.934126984127,190.293020998,113.124302861,115.301911985,0.0369485786125,111.142318523,114.200655138,112.773194193,38.0,116.664672939,115.617203142,0.0369485840875,0.000408849855436,108.151177061,109.462208412,103.869771896,104.007164058,1492.77288506,61494779.0,0.0127619221379,90902.8268587,-1.10727029979,brachial,255.0,244.06,206.88125,206.805,206.93375,205.96,206.35125,207.05,207.05125,206.19,205.685,205.3675,205.46,204.1775,200.79375,196.995,193.85125,194.325,193.99875,189.18875,188.275,185.29875,180.59875,181.1875,169.2775,164.56625,180.665,186.54,173.92375,166.84,179.3075,186.9,186.855,190.0075,187.995,190.38375,192.25,193.0375,194.17375,196.19875,195.90625,197.12125,197.4675,196.47375,195.2925,195.49625,194.74625,194.82125,194.545,192.18
82,4039277.32778,0.00780200475354,1690.51552988,84.4635037461,88.6973535516,91.6120510486,89.0197895128,95.3614053846,95.7392461414,95.0058242639,87.8047927962,0.207671848256,105.857217727,91.3102164159,126.00127859,122.474672262,119.639318927,121.4099137,34.1872565234,116.695857506,102.343040581,103.220840017,0.888843537415,131.515625797,110.891738781,106.800569649,0.043134243909,95.2162019127,94.3431982977,107.139189219,75.5,102.990863993,108.593765121,0.0431275965581,0.000308221125266,99.9667491993,99.243508887,104.811773602,106.794979259,1168.7685086,45813388.0,0.0135905369223,28863.1604592,-0.293025154345,brachial,255.0,247.60125,221.325,221.18375,219.885,220.83875,219.80875,219.90125,221.025,221.235,220.4625,219.8375,219.18625,219.35375,217.46375,212.4325,210.9275,214.285,215.4875,213.0825,212.45875,213.66375,211.70875,202.41125,193.2025,191.05375,205.35,205.2175,201.79125,191.52625,201.15,209.12625,214.20625,212.98125,210.77125,214.1125,212.8175,211.75625,211.16375,213.03375,213.06375,212.09625,211.62125,212.64375,213.0525,212.0025,211.35125,212.04125,210.69875,210.79875
83,3339894.44276,0.00674719260168,1129.8583439,82.7930730914,86.5329900456,86.961833545,84.4037589752,93.9809622176,97.1842724939,92.6601523282,85.0106695399,0.172457889815,107.491082832,93.2496721528,124.446496899,121.598389828,118.591508358,122.93995634,32.9521452391,112.210130916,100.39787265,104.092680102,0.861428571429,121.719866277,109.762065407,104.11728166,0.029741774225,100.645481728,93.1883785827,108.074274222,71.5,97.4458192658,102.423519877,0.0297417237596,0.000213047241801,100.335308982,97.3800217361,100.841207463,102.082801615,1085.84387586,41250123.0,0.01148625708,23924.4402016,-2.2392271447,brachial,255.0,241.21875,194.14375,192.38875,192.9175,193.34,192.63375,192.465,193.22125,192.7925,192.43625,192.43625,191.75375,191.73,188.71125,185.96375,185.5325,186.2725,188.11125,185.9675,184.01875,185.5925,181.72375,174.93125,166.7475,165.27625,175.39625,175.35125,173.975,166.22125,173.14375,182.2925,185.98,185.37,183.56375,186.22375,183.77875,183.14625,183.36125,184.73625,184.27125,184.4625,183.445,183.25625,182.17875,182.90625,182.64875,182.965,181.7275,181.8775
84,4642077.3092,0.00896966281582,1559.67567368,85.1659372439,87.6436779194,87.4749236166,85.6065978626,92.0505443701,97.7414817129,91.0718729513,82.2057355783,0.202361908337,107.950883362,88.6383286121,126.350975245,123.796149466,120.741011065,122.449646821,27.4394087801,116.391165107,102.574781788,103.708645347,0.863650793651,153.592131173,110.717207305,108.482000207,0.0409503728931,105.026015774,97.2698104169,108.970269251,95.5,97.2969590038,110.171501229,0.0409503419457,0.000294062917576,103.923740887,102.219978235,101.334285992,107.371508187,752.9211542,28676508.0,0.0144258599768,33334.5632949,-0.767059626644,brachial,255.0,246.04375,214.5675,214.0825,213.36,213.115,213.555,213.2075,212.935,213.21625,212.92125,212.6775,213.15625,212.5575,209.04875,205.7725,203.8,205.1925,207.2125,205.485,204.01625,206.11125,203.93,194.48125,183.71875,180.84,195.44125,196.06,191.52125,182.55875,191.63625,201.6025,207.78375,206.24125,204.2025,206.355,203.78875,203.695,203.84875,204.54,205.66875,204.99,203.885,204.89,205.50125,204.555,204.755,204.27125,204.6175,204.3925
85,5522167.93787,0.011198371146,1976.06739396,87.9474796198,89.2666098777,87.2777925526,85.2421669649,92.744461162,98.4525712946,90.7489889906,82.1742379157,0.227838204791,108.253601712,88.9590631074,126.95055313,125.613925559,121.196251856,121.45216891,19.3952186918,115.66918155,104.49357954,105.009780521,0.863197278912,166.035227362,114.980705158,107.62422253,0.0519105172047,105.270362188,94.9254316396,108.177774645,115.5,94.4620236831,104.604885816,0.0519102475625,0.000303083424465,107.779405458,102.091910629,99.9598050424,102.256895056,376.174508104,14319835.0,0.0160980441499,32241.5891654,-1.93411616361,brachial,255.0,244.82375,208.5625,207.22375,207.6525,208.1375,208.62625,208.3675,208.6625,207.92875,207.5325,207.735,206.99875,205.135,202.9375,201.265,197.69125,197.93875,201.17625,200.6,198.61625,198.5525,194.66125,186.63125,176.94125,171.505,185.4575,188.73,180.56125,174.02,185.46375,194.7325,199.46,198.8675,196.81875,200.00375,197.92125,196.26375,198.6125,199.35875,199.27875,200.00875,199.2825,198.7275,198.7425,198.22125,198.2825,198.03,197.35625,196.56125
86,4773078.74024,0.0106173994387,1596.20503154,87.5599818649,91.2420927422,90.9576120473,84.8187321469,96.8224014298,97.4715058818,91.3368528419,83.0208311147,0.204369480776,108.723876003,89.4899741136,126.873284143,124.160150018,120.461913565,123.028270698,17.8356525129,116.591410526,103.02797147,104.30043296,0.866598639456,161.522673156,110.992271846,107.305470842,0.0417679527062,106.426784222,99.0664465732,112.19131596,113.5,92.8364559977,109.36811155,0.0417668846728,0.000283632352399,103.780442347,104.068391822,100.940139822,103.289997695,318.110500563,12157229.0,0.0151096981437,32412.399066,-1.1795536018,brachial,255.0,247.68125,221.18625,220.305,219.31,220.57875,219.745,220.0325,220.235,221.55375,220.425,219.92,219.53,219.295,215.8475,213.6275,212.6475,214.18875,214.93875,213.2525,210.4275,212.68,210.31375,200.61,187.915,185.32625,200.04375,203.01875,195.0975,187.3,197.5,209.8525,213.76625,212.25875,208.86125,211.51625,211.38125,211.26,211.88,212.13125,212.355,213.01875,211.98125,212.05375,211.72,211.83625,211.4625,210.75125,210.93125,210.2425
87,9374770.13589,0.00631490317148,1823.68181619,107.186075224,106.266270426,106.41623037,102.299138809,109.085342975,113.186959686,112.205018457,108.735044076,0.214834750423,108.331144545,92.1875119555,128.835811924,128.682375348,118.873299864,124.345675652,34.9914625277,118.791560966,107.735552752,114.042222339,0.895986394558,246.399881052,117.134272431,112.519409382,0.0461539633136,105.304234341,103.315808585,119.724427367,90.0,115.528401688,121.170558226,0.0461539699893,0.00077834480305,108.899192161,105.465359656,112.487979574,112.117118396,1224.40244983,48379814.0,0.0172887932256,158097.010337,-1.19026649457,brachial,255.0,244.8725,210.18125,209.57875,209.39875,208.90625,208.65625,208.53625,208.4675,207.9725,206.97,203.6575,200.475,198.68,195.085,194.11625,192.67625,196.365,198.4425,192.3675,191.45125,195.47375,191.73,189.185,183.7925,184.63375,194.34375,195.5625,190.9925,184.66625,188.9075,193.02125,195.6075,192.91625,189.8725,193.97875,197.04125,193.625,194.45,194.2725,193.91125,197.16125,198.17625,198.995,198.81375,198.14625,198.08375,198.895,198.04375,195.47
88,10120390.2042,0.00602950609365,1587.17076999,96.0222973079,97.1656745824,89.8056614344,86.906777913,106.564570073,104.659824505,97.8001687084,96.7410911454,0.204057458032,107.215312041,88.2262471988,129.98141538,128.727552588,120.743071657,122.503980646,29.6921357291,116.475781031,108.247438083,110.308495638,0.86433106576,213.817692893,116.373886909,116.428147393,0.0416394541008,99.4720278714,103.853889172,117.29992134,94.0,106.807417019,118.463377155,0.0416394461785,0.000370341207057,103.075237153,105.927008202,100.920263223,103.817700431,881.622924155,33604821.0,0.0137150540663,90010.7267269,-1.26809560039,brachial,255.0,247.84625,222.1825,221.0625,221.85125,221.06,221.29125,221.0225,219.65,221.09,220.7,220.09375,217.435,215.56625,213.9525,214.04375,213.27,214.13,213.45,207.68375,205.115,208.0625,205.71625,201.22125,195.9375,195.05375,206.795,208.2625,203.77375,195.6475,200.5625,204.36,208.70875,205.375,204.20375,209.0025,211.31125,210.415,210.51375,211.4975,211.77125,212.29125,211.295,211.54125,211.49375,211.745,211.3975,210.11125,210.3975,209.26875
89,12585325.6442,0.0111510527474,7533.61818364,114.915751759,115.639823818,112.915552304,109.016333878,120.334167225,121.91916311,124.31906651,117.440082404,0.260258247049,96.3952521004,82.8507260411,106.226476085,101.551175539,125.478840741,112.265383177,26.2925636636,135.358498976,136.60613804,135.445309269,2.52206349206,256.296525898,134.906050821,134.357480693,0.0677343584583,126.406360958,126.073646518,130.543146077,152.0,127.165847085,127.93134416,0.0677343551571,0.000551456713942,124.213478417,122.946691632,118.258998629,124.062638517,691.298904004,76888338.0,0.0188024742057,102462.952062,-1.25374248132,brachial,255.0,243.26125,203.5925,202.21625,201.86875,202.47125,202.9425,202.4375,202.60375,202.31625,202.5025,201.6875,200.65875,199.94125,198.68375,198.9525,198.6725,198.72625,198.2425,196.26,195.0725,196.685,193.46,186.71375,175.42875,165.205,178.54,183.70875,172.1425,169.5875,183.76125,191.14625,194.075,193.11375,191.60375,193.89875,194.13125,193.55625,193.47375,192.67,191.97375,192.06625,191.925,192.13375,191.5525,191.85625,191.10125,190.755,190.5875,190.485
